round_index,proposal_index,generated_index_before_step,draft_token_id,target_greedy_token_id,accepted_greedy,draft_entropy_nats,draft_top1_prob,target_entropy_nats,target_top1_prob,prompt_index,dataset_id,category,source_dataset,source_id,prompt_hash,token_record_index
15,2,26,15308,5400,0,4.573017120361328,0.22727711498737335,0.8725370168685913,0.7379772067070007,45,strategyqa,logic,tasksource/strategy-qa,c4d0ceb86bb1e8faba5c,ec475a79f2cf9121eeed24cd103cc951e03e7ee6,26
16,1,27,15308,3152,0,3.9860849380493164,0.2298102229833603,1.168189525604248,0.551522433757782,45,strategyqa,logic,tasksource/strategy-qa,c4d0ceb86bb1e8faba5c,ec475a79f2cf9121eeed24cd103cc951e03e7ee6,27
17,1,28,29889,322,0,1.8170228004455566,0.5882565379142761,0.7433523535728455,0.7154405117034912,45,strategyqa,logic,tasksource/strategy-qa,c4d0ceb86bb1e8faba5c,ec475a79f2cf9121eeed24cd103cc951e03e7ee6,28
18,1,29,338,338,1,4.791130542755127,0.13652341067790985,2.2549149990081787,0.1971374750137329,45,strategyqa,logic,tasksource/strategy-qa,c4d0ceb86bb1e8faba5c,ec475a79f2cf9121eeed24cd103cc951e03e7ee6,29
18,2,30,451,451,1,5.005048751831055,0.2342958003282547,0.5893674492835999,0.8477464318275452,45,strategyqa,logic,tasksource/strategy-qa,c4d0ceb86bb1e8faba5c,ec475a79f2cf9121eeed24cd103cc951e03e7ee6,30
18,3,31,263,263,1,5.682459354400635,0.12651142477989197,0.7478100061416626,0.7638251781463623,45,strategyqa,logic,tasksource/strategy-qa,c4d0ceb86bb1e8faba5c,ec475a79f2cf9121eeed24cd103cc951e03e7ee6,31
1,1,0,1576,1753,0,6.04265832901001,0.0950377807021141,0.1925104558467865,0.962422251701355,46,mbpp,code,mbpp,train_203,4c6ab2f379d2ce77bb581202b6ebd820d24b62d7,0
2,1,1,1475,338,0,4.585355758666992,0.31236281991004944,0.283900648355484,0.9309292435646057,46,mbpp,code,mbpp,train_203,4c6ab2f379d2ce77bb581202b6ebd820d24b62d7,1
3,1,2,263,29918,0,4.7764573097229,0.2643275260925293,0.00799880176782608,0.9990081191062927,46,mbpp,code,mbpp,train_203,4c6ab2f379d2ce77bb581202b6ebd820d24b62d7,2
4,1,3,29886,11884,0,7.256461143493652,0.015804380178451538,0.012960921972990036,0.9985998868942261,46,mbpp,code,mbpp,train_203,4c6ab2f379d2ce77bb581202b6ebd820d24b62d7,3
5,1,4,29918,29898,0,4.242591857910156,0.29477909207344055,0.003906307741999626,0.9995829463005066,46,mbpp,code,mbpp,train_203,4c6ab2f379d2ce77bb581202b6ebd820d24b62d7,4
6,1,5,29896,29874,0,6.870255470275879,0.06023440137505531,0.9306235909461975,0.6834592819213867,46,mbpp,code,mbpp,train_203,4c6ab2f379d2ce77bb581202b6ebd820d24b62d7,5
7,1,6,29897,29892,0,4.48968505859375,0.33621615171432495,0.03596578165888786,0.9942567944526672,46,mbpp,code,mbpp,train_203,4c6ab2f379d2ce77bb581202b6ebd820d24b62d7,6
8,1,7,29890,289,0,5.483664035797119,0.16395321488380432,0.017082903534173965,0.9975855350494385,46,mbpp,code,mbpp,train_203,4c6ab2f379d2ce77bb581202b6ebd820d24b62d7,7
9,1,8,29892,1125,0,4.268189430236816,0.2556936740875244,0.0016070571728050709,0.9998473525047302,46,mbpp,code,mbpp,train_203,4c6ab2f379d2ce77bb581202b6ebd820d24b62d7,8
10,1,9,29871,13,0,6.947551250457764,0.035607825964689255,0.013609965331852436,0.9983903765678406,46,mbpp,code,mbpp,train_203,4c6ab2f379d2ce77bb581202b6ebd820d24b62d7,9
11,1,10,1576,1678,0,6.701983451843262,0.04919702559709549,0.0854644775390625,0.9872484803199768,46,mbpp,code,mbpp,train_203,4c6ab2f379d2ce77bb581202b6ebd820d24b62d7,10
12,1,11,849,396,0,6.677520751953125,0.055402856320142746,0.8282041549682617,0.6124847531318665,46,mbpp,code,mbpp,train_203,4c6ab2f379d2ce77bb581202b6ebd820d24b62d7,11
13,1,12,29871,14350,0,6.363279342651367,0.06244752183556557,1.509202480316162,0.458106130361557,46,mbpp,code,mbpp,train_203,4c6ab2f379d2ce77bb581202b6ebd820d24b62d7,12
14,1,13,263,596,0,3.007291793823242,0.5264484286308289,0.7548929452896118,0.7519453763961792,46,mbpp,code,mbpp,train_203,4c6ab2f379d2ce77bb581202b6ebd820d24b62d7,13
15,1,14,3017,775,0,4.144804000854492,0.28409913182258606,0.10196829587221146,0.9823349714279175,46,mbpp,code,mbpp,train_203,4c6ab2f379d2ce77bb581202b6ebd820d24b62d7,14
16,1,15,304,1244,0,3.9294915199279785,0.18324314057826996,0.003140046028420329,0.9996973276138306,46,mbpp,code,mbpp,train_203,4c6ab2f379d2ce77bb581202b6ebd820d24b62d7,15
17,1,16,29889,13,0,3.4670796394348145,0.30334216356277466,0.0326724611222744,0.9957103729248047,46,mbpp,code,mbpp,train_203,4c6ab2f379d2ce77bb581202b6ebd820d24b62d7,16
18,1,17,29937,1678,0,6.4737868309021,0.07443761825561523,0.03951701149344444,0.9941866397857666,46,mbpp,code,mbpp,train_203,4c6ab2f379d2ce77bb581202b6ebd820d24b62d7,17
19,1,18,396,1209,0,1.6602749824523926,0.8030495643615723,0.8227564096450806,0.6539181470870972,46,mbpp,code,mbpp,train_203,4c6ab2f379d2ce77bb581202b6ebd820d24b62d7,18
20,1,19,29898,13,0,5.629534721374512,0.05021074041724205,0.0036914395168423653,0.9996309876441956,46,mbpp,code,mbpp,train_203,4c6ab2f379d2ce77bb581202b6ebd820d24b62d7,19
21,1,20,29937,28956,0,6.290436744689941,0.05028477683663368,0.034712448716163635,0.9944702386856079,46,mbpp,code,mbpp,train_203,4c6ab2f379d2ce77bb581202b6ebd820d24b62d7,20
22,1,21,4691,13,0,5.883491039276123,0.18700389564037323,0.032932788133621216,0.9950756430625916,46,mbpp,code,mbpp,train_203,4c6ab2f379d2ce77bb581202b6ebd820d24b62d7,21
23,1,22,458,13,0,6.4580793380737305,0.0459289625287056,0.26050764322280884,0.965238094329834,46,mbpp,code,mbpp,train_203,4c6ab2f379d2ce77bb581202b6ebd820d24b62d7,22
24,1,23,458,1252,0,6.42128849029541,0.05106237530708313,1.6473686695098877,0.672029972076416,46,mbpp,code,mbpp,train_203,4c6ab2f379d2ce77bb581202b6ebd820d24b62d7,23
25,1,24,9422,6021,0,4.108899116516113,0.11906994879245758,0.4275197982788086,0.8952200412750244,46,mbpp,code,mbpp,train_203,4c6ab2f379d2ce77bb581202b6ebd820d24b62d7,24
26,1,25,29901,10604,0,5.911865234375,0.10519497096538544,0.7985807657241821,0.5295915007591248,46,mbpp,code,mbpp,train_203,4c6ab2f379d2ce77bb581202b6ebd820d24b62d7,25
27,1,26,29901,29901,1,5.412271499633789,0.1603647768497467,0.07509952783584595,0.9873180985450745,46,mbpp,code,mbpp,train_203,4c6ab2f379d2ce77bb581202b6ebd820d24b62d7,26
27,2,27,29871,13,0,5.774568557739258,0.16702859103679657,0.027655191719532013,0.9969004392623901,46,mbpp,code,mbpp,train_203,4c6ab2f379d2ce77bb581202b6ebd820d24b62d7,27
28,1,28,29930,1576,0,6.589894771575928,0.047210417687892914,1.306762456893921,0.6956578493118286,46,mbpp,code,mbpp,train_203,4c6ab2f379d2ce77bb581202b6ebd820d24b62d7,28
29,1,29,1962,740,0,6.697944641113281,0.05306106060743332,0.18508370220661163,0.967045783996582,46,mbpp,code,mbpp,train_203,4c6ab2f379d2ce77bb581202b6ebd820d24b62d7,29
30,1,30,338,881,0,4.872826099395752,0.16178244352340698,0.24567177891731262,0.9496524930000305,46,mbpp,code,mbpp,train_203,4c6ab2f379d2ce77bb581202b6ebd820d24b62d7,30
31,1,31,367,736,0,3.483379364013672,0.36197715997695923,0.22146475315093994,0.9528467059135437,46,mbpp,code,mbpp,train_203,4c6ab2f379d2ce77bb581202b6ebd820d24b62d7,31
1,1,0,306,306,1,6.656268119812012,0.049058541655540466,0.5552547574043274,0.908608615398407,47,oasst1,chat,OpenAssistant/oasst1,b853d869-6c87-4aa9-971d-39f95692a9f4,a0430da40ce9b72351a5f37cf5c2a6296cb05b2b,0
1,2,1,505,27746,0,4.780856132507324,0.08445047587156296,0.5637943744659424,0.8033844232559204,47,oasst1,chat,OpenAssistant/oasst1,b853d869-6c87-4aa9-971d-39f95692a9f4,a0430da40ce9b72351a5f37cf5c2a6296cb05b2b,1
2,1,2,675,675,1,0.4971386790275574,0.8767068386077881,3.4934964787680656e-06,0.9999998807907104,47,oasst1,chat,OpenAssistant/oasst1,b853d869-6c87-4aa9-971d-39f95692a9f4,a0430da40ce9b72351a5f37cf5c2a6296cb05b2b,2
2,2,3,363,29892,0,2.861166000366211,0.4057665467262268,0.3620891571044922,0.9120523929595947,47,oasst1,chat,OpenAssistant/oasst1,b853d869-6c87-4aa9-971d-39f95692a9f4,a0430da40ce9b72351a5f37cf5c2a6296cb05b2b,3
3,1,4,306,541,0,4.113808631896973,0.24615846574306488,0.023860111832618713,0.9966420531272888,47,oasst1,chat,OpenAssistant/oasst1,b853d869-6c87-4aa9-971d-39f95692a9f4,a0430da40ce9b72351a5f37cf5c2a6296cb05b2b,4
4,1,5,306,306,1,4.061196327209473,0.3328000009059906,0.00459807924926281,0.9995648264884949,47,oasst1,chat,OpenAssistant/oasst1,b853d869-6c87-4aa9-971d-39f95692a9f4,a0430da40ce9b72351a5f37cf5c2a6296cb05b2b,5
4,2,6,626,29915,0,4.366514205932617,0.08869738131761551,1.043601632118225,0.44610852003097534,47,oasst1,chat,OpenAssistant/oasst1,b853d869-6c87-4aa9-971d-39f95692a9f4,a0430da40ce9b72351a5f37cf5c2a6296cb05b2b,6
5,1,7,29885,29885,1,1.053725004196167,0.6489084959030151,0.005541353486478329,0.9995874762535095,47,oasst1,chat,OpenAssistant/oasst1,b853d869-6c87-4aa9-971d-39f95692a9f4,a0430da40ce9b72351a5f37cf5c2a6296cb05b2b,7
5,2,8,451,263,0,4.407110691070557,0.258359432220459,0.05987393110990524,0.991572380065918,47,oasst1,chat,OpenAssistant/oasst1,b853d869-6c87-4aa9-971d-39f95692a9f4,a0430da40ce9b72351a5f37cf5c2a6296cb05b2b,8
6,1,9,2217,2919,0,5.341665267944336,0.1642678827047348,0.002280185464769602,0.9997666478157043,47,oasst1,chat,OpenAssistant/oasst1,b853d869-6c87-4aa9-971d-39f95692a9f4,a0430da40ce9b72351a5f37cf5c2a6296cb05b2b,9
7,1,10,13524,4086,0,6.387584209442139,0.053711965680122375,0.00012006804900011048,0.9999905824661255,47,oasst1,chat,OpenAssistant/oasst1,b853d869-6c87-4aa9-971d-39f95692a9f4,a0430da40ce9b72351a5f37cf5c2a6296cb05b2b,10
8,1,11,2022,1904,0,4.689938545227051,0.13917449116706848,0.00032771634869277477,0.9999736547470093,47,oasst1,chat,OpenAssistant/oasst1,b853d869-6c87-4aa9-971d-39f95692a9f4,a0430da40ce9b72351a5f37cf5c2a6296cb05b2b,11
9,1,12,261,29892,0,3.5769448280334473,0.2344169020652771,0.00029109176830388606,0.9999772310256958,47,oasst1,chat,OpenAssistant/oasst1,b853d869-6c87-4aa9-971d-39f95692a9f4,a0430da40ce9b72351a5f37cf5c2a6296cb05b2b,12
10,1,13,322,306,0,3.939603805541992,0.20710745453834534,9.33194241952151e-05,0.9999935626983643,47,oasst1,chat,OpenAssistant/oasst1,b853d869-6c87-4aa9-971d-39f95692a9f4,a0430da40ce9b72351a5f37cf5c2a6296cb05b2b,13
11,1,14,29915,2609,0,3.602904796600342,0.3470723330974579,0.030650878325104713,0.9954468011856079,47,oasst1,chat,OpenAssistant/oasst1,b853d869-6c87-4aa9-971d-39f95692a9f4,a0430da40ce9b72351a5f37cf5c2a6296cb05b2b,14
12,1,15,7726,3033,0,4.844784259796143,0.11688659340143204,0.5765214562416077,0.9111856818199158,47,oasst1,chat,OpenAssistant/oasst1,b853d869-6c87-4aa9-971d-39f95692a9f4,a0430da40ce9b72351a5f37cf5c2a6296cb05b2b,15
13,1,16,482,482,1,0.2723066210746765,0.9576229453086853,9.973202395485714e-06,0.9999993443489075,47,oasst1,chat,OpenAssistant/oasst1,b853d869-6c87-4aa9-971d-39f95692a9f4,a0430da40ce9b72351a5f37cf5c2a6296cb05b2b,16
13,2,17,411,297,0,3.4481923580169678,0.2964719235897064,2.401450910838321e-05,0.9999984502792358,47,oasst1,chat,OpenAssistant/oasst1,b853d869-6c87-4aa9-971d-39f95692a9f4,a0430da40ce9b72351a5f37cf5c2a6296cb05b2b,17
14,1,18,278,6035,0,5.839020252227783,0.08096852898597717,0.4173176884651184,0.9361968636512756,47,oasst1,chat,OpenAssistant/oasst1,b853d869-6c87-4aa9-971d-39f95692a9f4,a0430da40ce9b72351a5f37cf5c2a6296cb05b2b,18
15,1,19,18310,29879,0,2.6832435131073,0.35257238149642944,0.3108800947666168,0.9328226447105408,47,oasst1,chat,OpenAssistant/oasst1,b853d869-6c87-4aa9-971d-39f95692a9f4,a0430da40ce9b72351a5f37cf5c2a6296cb05b2b,19
16,1,20,29889,470,0,4.0506391525268555,0.2145286351442337,0.021625014021992683,0.9968939423561096,47,oasst1,chat,OpenAssistant/oasst1,b853d869-6c87-4aa9-971d-39f95692a9f4,a0430da40ce9b72351a5f37cf5c2a6296cb05b2b,20
17,1,21,671,432,0,7.214562892913818,0.01492935698479414,2.8210911750793457,0.23941807448863983,47,oasst1,chat,OpenAssistant/oasst1,b853d869-6c87-4aa9-971d-39f95692a9f4,a0430da40ce9b72351a5f37cf5c2a6296cb05b2b,21
18,1,22,23195,23195,1,3.2154364585876465,0.29635554552078247,0.00452074408531189,0.9995476007461548,47,oasst1,chat,OpenAssistant/oasst1,b853d869-6c87-4aa9-971d-39f95692a9f4,a0430da40ce9b72351a5f37cf5c2a6296cb05b2b,22
18,2,23,29889,393,0,3.7788262367248535,0.24250759184360504,0.008954706601798534,0.9990487694740295,47,oasst1,chat,OpenAssistant/oasst1,b853d869-6c87-4aa9-971d-39f95692a9f4,a0430da40ce9b72351a5f37cf5c2a6296cb05b2b,23
19,1,24,306,526,0,5.087979316711426,0.12144479900598526,1.3737589120864868,0.5745150446891785,47,oasst1,chat,OpenAssistant/oasst1,b853d869-6c87-4aa9-971d-39f95692a9f4,a0430da40ce9b72351a5f37cf5c2a6296cb05b2b,24
20,1,25,451,1283,0,6.203597545623779,0.11705592274665833,0.09836360812187195,0.9854037165641785,47,oasst1,chat,OpenAssistant/oasst1,b853d869-6c87-4aa9-971d-39f95692a9f4,a0430da40ce9b72351a5f37cf5c2a6296cb05b2b,25
21,1,26,6270,6270,1,2.2242345809936523,0.6170552372932434,0.0004205754667054862,0.9999647736549377,47,oasst1,chat,OpenAssistant/oasst1,b853d869-6c87-4aa9-971d-39f95692a9f4,a0430da40ce9b72351a5f37cf5c2a6296cb05b2b,26
21,2,27,304,470,0,2.5274176597595215,0.2637181580066681,0.0010489373235031962,0.9998974204063416,47,oasst1,chat,OpenAssistant/oasst1,b853d869-6c87-4aa9-971d-39f95692a9f4,a0430da40ce9b72351a5f37cf5c2a6296cb05b2b,27
22,1,28,1283,304,0,5.409160137176514,0.07676343619823456,1.640104055404663,0.30456048250198364,47,oasst1,chat,OpenAssistant/oasst1,b853d869-6c87-4aa9-971d-39f95692a9f4,a0430da40ce9b72351a5f37cf5c2a6296cb05b2b,28
23,1,29,278,27375,0,5.731727123260498,0.06132405623793602,0.0002470671315677464,0.9999812841415405,47,oasst1,chat,OpenAssistant/oasst1,b853d869-6c87-4aa9-971d-39f95692a9f4,a0430da40ce9b72351a5f37cf5c2a6296cb05b2b,29
24,1,30,29889,29889,1,2.357090473175049,0.4308347702026367,0.005015836097300053,0.9994163513183594,47,oasst1,chat,OpenAssistant/oasst1,b853d869-6c87-4aa9-971d-39f95692a9f4,a0430da40ce9b72351a5f37cf5c2a6296cb05b2b,30
24,2,31,306,306,1,3.2357916831970215,0.29225537180900574,0.546355128288269,0.846717894077301,47,oasst1,chat,OpenAssistant/oasst1,b853d869-6c87-4aa9-971d-39f95692a9f4,a0430da40ce9b72351a5f37cf5c2a6296cb05b2b,31
1,1,0,1576,5215,0,6.203154563903809,0.08638434112071991,0.7464284896850586,0.6747382879257202,48,mbpp,code,mbpp,train_68,caa8804fe1953b959d7715ab11534582f9dd84fb,0
2,1,1,29918,337,0,5.982956886291504,0.08083581924438477,0.011605401523411274,0.9986920952796936,48,mbpp,code,mbpp,train_68,caa8804fe1953b959d7715ab11534582f9dd84fb,1
3,1,2,4282,13,0,5.623564720153809,0.09312193095684052,0.00350139569491148,0.9996500015258789,48,mbpp,code,mbpp,train_68,caa8804fe1953b959d7715ab11534582f9dd84fb,2
4,1,3,1576,13,0,6.620206832885742,0.04794371500611305,0.031024103984236717,0.9952918291091919,48,mbpp,code,mbpp,train_68,caa8804fe1953b959d7715ab11534582f9dd84fb,3
5,1,4,1576,1753,0,6.532588481903076,0.05152954161167145,0.003208915935829282,0.9996795058250427,48,mbpp,code,mbpp,train_68,caa8804fe1953b959d7715ab11534582f9dd84fb,4
6,1,5,1475,338,0,2.422743082046509,0.6418319344520569,0.21532878279685974,0.9563225507736206,48,mbpp,code,mbpp,train_68,caa8804fe1953b959d7715ab11534582f9dd84fb,5
7,1,6,263,29918,0,5.20113468170166,0.18418455123901367,0.00019224616698920727,0.9999859929084778,48,mbpp,code,mbpp,train_68,caa8804fe1953b959d7715ab11534582f9dd84fb,6
8,1,7,978,666,0,7.280379295349121,0.014502285979688168,0.6622512340545654,0.6501495838165283,48,mbpp,code,mbpp,train_68,caa8804fe1953b959d7715ab11534582f9dd84fb,7
9,1,8,29918,29918,1,5.570713996887207,0.2390625923871994,0.22334672510623932,0.9493592977523804,48,mbpp,code,mbpp,train_68,caa8804fe1953b959d7715ab11534582f9dd84fb,8
9,2,9,978,3084,0,6.969088077545166,0.02288134954869747,0.36475637555122375,0.8986304998397827,48,mbpp,code,mbpp,train_68,caa8804fe1953b959d7715ab11534582f9dd84fb,9
10,1,10,29918,29898,0,4.159660339355469,0.2376980185508728,0.00013720899005420506,0.9999903440475464,48,mbpp,code,mbpp,train_68,caa8804fe1953b959d7715ab11534582f9dd84fb,10
11,1,11,29896,666,0,6.811964988708496,0.04337567463517189,0.03786996006965637,0.9951664805412292,48,mbpp,code,mbpp,train_68,caa8804fe1953b959d7715ab11534582f9dd84fb,11
12,1,12,29918,1125,0,2.3125829696655273,0.6959896087646484,0.7285095453262329,0.6531063914299011,48,mbpp,code,mbpp,train_68,caa8804fe1953b959d7715ab11534582f9dd84fb,12
13,1,13,910,13,0,6.530324935913086,0.04778168722987175,0.0009387399768456817,0.9999192953109741,48,mbpp,code,mbpp,train_68,caa8804fe1953b959d7715ab11534582f9dd84fb,13
14,1,14,4013,1678,0,6.930076599121094,0.02782241627573967,0.032781317830085754,0.9955123662948608,48,mbpp,code,mbpp,train_68,caa8804fe1953b959d7715ab11534582f9dd84fb,14
15,1,15,849,396,0,6.857265472412109,0.04142877086997032,0.8456955552101135,0.7375582456588745,48,mbpp,code,mbpp,train_68,caa8804fe1953b959d7715ab11534582f9dd84fb,15
16,1,16,29871,14350,0,6.610134124755859,0.046767544001340866,1.4041165113449097,0.7315600514411926,48,mbpp,code,mbpp,train_68,caa8804fe1953b959d7715ab11534582f9dd84fb,16
17,1,17,263,278,0,4.494860649108887,0.3179493844509125,1.0753906965255737,0.48195400834083557,48,mbpp,code,mbpp,train_68,caa8804fe1953b959d7715ab11534582f9dd84fb,17
18,1,18,740,775,0,6.103814125061035,0.08996941149234772,1.3135037422180176,0.4334227740764618,48,mbpp,code,mbpp,train_68,caa8804fe1953b959d7715ab11534582f9dd84fb,18
19,1,19,304,1244,0,4.383090019226074,0.12914299964904785,0.885351300239563,0.5864092111587524,48,mbpp,code,mbpp,train_68,caa8804fe1953b959d7715ab11534582f9dd84fb,19
20,1,20,29889,13,0,3.381748914718628,0.3101676404476166,0.4865337908267975,0.8327869176864624,48,mbpp,code,mbpp,train_68,caa8804fe1953b959d7715ab11534582f9dd84fb,20
21,1,21,29937,1678,0,6.6328558921813965,0.0546378493309021,0.016730401664972305,0.9979525804519653,48,mbpp,code,mbpp,train_68,caa8804fe1953b959d7715ab11534582f9dd84fb,21
22,1,22,396,1209,0,2.1836581230163574,0.7391940951347351,0.855914294719696,0.5520553588867188,48,mbpp,code,mbpp,train_68,caa8804fe1953b959d7715ab11534582f9dd84fb,22
23,1,23,304,13,0,5.810253620147705,0.0499059222638607,0.00047521176747977734,0.9999620914459229,48,mbpp,code,mbpp,train_68,caa8804fe1953b959d7715ab11534582f9dd84fb,23
24,1,24,29930,28956,0,6.476743698120117,0.055740077048540115,0.04625807702541351,0.9921407699584961,48,mbpp,code,mbpp,train_68,caa8804fe1953b959d7715ab11534582f9dd84fb,24
25,1,25,4691,13,0,6.8179168701171875,0.10141061246395111,0.0041681560687720776,0.9995573163032532,48,mbpp,code,mbpp,train_68,caa8804fe1953b959d7715ab11534582f9dd84fb,25
26,1,26,29930,13,0,6.587323188781738,0.05188592150807381,0.4245039224624634,0.9294634461402893,48,mbpp,code,mbpp,train_68,caa8804fe1953b959d7715ab11534582f9dd84fb,26
27,1,27,29930,1252,0,6.558815002441406,0.050964225083589554,1.244337797164917,0.7813934087753296,48,mbpp,code,mbpp,train_68,caa8804fe1953b959d7715ab11534582f9dd84fb,27
28,1,28,9422,6021,0,4.367364406585693,0.08341743052005768,0.597728967666626,0.8127188682556152,48,mbpp,code,mbpp,train_68,caa8804fe1953b959d7715ab11534582f9dd84fb,28
29,1,29,29901,10604,0,5.7668232917785645,0.11743992567062378,0.9004672765731812,0.5200192928314209,48,mbpp,code,mbpp,train_68,caa8804fe1953b959d7715ab11534582f9dd84fb,29
30,1,30,29901,29901,1,5.5673828125,0.1466124951839447,0.1408606767654419,0.9702626466751099,48,mbpp,code,mbpp,train_68,caa8804fe1953b959d7715ab11534582f9dd84fb,30
30,2,31,29871,13,0,5.9032697677612305,0.168068066239357,0.02631370909512043,0.9966222047805786,48,mbpp,code,mbpp,train_68,caa8804fe1953b959d7715ab11534582f9dd84fb,31
1,1,0,1576,1753,0,6.208619117736816,0.10509790480136871,0.20525451004505157,0.9674166440963745,49,mbpp,code,mbpp,train_284,bf86acdba407d28c7ddc9e4fa06aa61957913e31,0
2,1,1,1475,338,0,4.3995561599731445,0.3644525706768036,0.23144996166229248,0.9456098079681396,49,mbpp,code,mbpp,train_284,bf86acdba407d28c7ddc9e4fa06aa61957913e31,1
3,1,2,16898,16898,1,5.300928592681885,0.16777750849723816,0.6762298345565796,0.7699366211891174,49,mbpp,code,mbpp,train_284,bf86acdba407d28c7ddc9e4fa06aa61957913e31,2
3,2,3,304,29898,0,1.3000320196151733,0.8536312580108643,0.9717409610748291,0.5451535582542419,49,mbpp,code,mbpp,train_284,bf86acdba407d28c7ddc9e4fa06aa61957913e31,3
4,1,4,29896,710,0,6.946298599243164,0.03882680833339691,0.6614552736282349,0.8365469574928284,49,mbpp,code,mbpp,train_284,bf86acdba407d28c7ddc9e4fa06aa61957913e31,4
5,1,5,29897,29896,0,2.558525562286377,0.650049090385437,0.008345450274646282,0.99901282787323,49,mbpp,code,mbpp,train_284,bf86acdba407d28c7ddc9e4fa06aa61957913e31,5
6,1,6,29897,29892,0,3.597602367401123,0.32224687933921814,0.0007100344519130886,0.9999457597732544,49,mbpp,code,mbpp,train_284,bf86acdba407d28c7ddc9e4fa06aa61957913e31,6
7,1,7,29871,851,0,5.856251239776611,0.1346118450164795,0.0019284713780507445,0.9998024702072144,49,mbpp,code,mbpp,train_284,bf86acdba407d28c7ddc9e4fa06aa61957913e31,7
8,1,8,29896,29906,0,2.600081205368042,0.4684624969959259,3.9766480767866597e-05,0.9999973773956299,49,mbpp,code,mbpp,train_284,bf86acdba407d28c7ddc9e4fa06aa61957913e31,8
9,1,9,29892,1125,0,1.7822870016098022,0.7042562961578369,0.00838916189968586,0.998955488204956,49,mbpp,code,mbpp,train_284,bf86acdba407d28c7ddc9e4fa06aa61957913e31,9
10,1,10,450,13,0,7.212104797363281,0.03127818927168846,0.008705751039087772,0.9990571141242981,49,mbpp,code,mbpp,train_284,bf86acdba407d28c7ddc9e4fa06aa61957913e31,10
11,1,11,1576,1678,0,6.871109962463379,0.06308013945817947,0.1170068234205246,0.9809877872467041,49,mbpp,code,mbpp,train_284,bf86acdba407d28c7ddc9e4fa06aa61957913e31,11
12,1,12,849,396,0,6.7150115966796875,0.06297846883535385,0.5774610042572021,0.8239008188247681,49,mbpp,code,mbpp,train_284,bf86acdba407d28c7ddc9e4fa06aa61957913e31,12
13,1,13,29871,14350,0,6.456633567810059,0.05638847500085831,1.375824213027954,0.5076413154602051,49,mbpp,code,mbpp,train_284,bf86acdba407d28c7ddc9e4fa06aa61957913e31,13
14,1,14,263,596,0,3.4890356063842773,0.48375463485717773,0.22825028002262115,0.9542341232299805,49,mbpp,code,mbpp,train_284,bf86acdba407d28c7ddc9e4fa06aa61957913e31,14
15,1,15,5132,775,0,4.225979804992676,0.2790810167789459,0.2021731436252594,0.9628250598907471,49,mbpp,code,mbpp,train_284,bf86acdba407d28c7ddc9e4fa06aa61957913e31,15
16,1,16,304,1244,0,4.080986976623535,0.18860216438770294,0.006406158208847046,0.9993047714233398,49,mbpp,code,mbpp,train_284,bf86acdba407d28c7ddc9e4fa06aa61957913e31,16
17,1,17,29889,13,0,3.5064029693603516,0.26857954263687134,0.10004965215921402,0.9809257388114929,49,mbpp,code,mbpp,train_284,bf86acdba407d28c7ddc9e4fa06aa61957913e31,17
18,1,18,29937,1678,0,6.597693920135498,0.07904131710529327,0.07453237473964691,0.9871271848678589,49,mbpp,code,mbpp,train_284,bf86acdba407d28c7ddc9e4fa06aa61957913e31,18
19,1,19,396,736,0,1.418669581413269,0.8378450274467468,0.709916889667511,0.642379879951477,49,mbpp,code,mbpp,train_284,bf86acdba407d28c7ddc9e4fa06aa61957913e31,19
20,1,20,263,13,0,5.398344993591309,0.09907742589712143,1.1734179258346558,0.46567872166633606,49,mbpp,code,mbpp,train_284,bf86acdba407d28c7ddc9e4fa06aa61957913e31,20
21,1,21,1678,28956,0,6.4587531089782715,0.04331592097878456,0.061001695692539215,0.9892675280570984,49,mbpp,code,mbpp,train_284,bf86acdba407d28c7ddc9e4fa06aa61957913e31,21
22,1,22,4691,13,0,4.747905731201172,0.38830775022506714,0.014455961994826794,0.9981613755226135,49,mbpp,code,mbpp,train_284,bf86acdba407d28c7ddc9e4fa06aa61957913e31,22
23,1,23,458,13,0,6.619226455688477,0.035962674766778946,0.13958820700645447,0.9812975525856018,49,mbpp,code,mbpp,train_284,bf86acdba407d28c7ddc9e4fa06aa61957913e31,23
24,1,24,458,1252,0,6.570263862609863,0.04099053516983986,1.5663833618164062,0.6836090087890625,49,mbpp,code,mbpp,train_284,bf86acdba407d28c7ddc9e4fa06aa61957913e31,24
25,1,25,9422,6021,0,3.9413676261901855,0.1426258683204651,1.0604405403137207,0.501920759677887,49,mbpp,code,mbpp,train_284,bf86acdba407d28c7ddc9e4fa06aa61957913e31,25
26,1,26,29901,10604,0,6.136843681335449,0.09030861407518387,1.1963274478912354,0.46879440546035767,49,mbpp,code,mbpp,train_284,bf86acdba407d28c7ddc9e4fa06aa61957913e31,26
27,1,27,29901,29901,1,5.412115097045898,0.14336015284061432,0.06080101430416107,0.9902994632720947,49,mbpp,code,mbpp,train_284,bf86acdba407d28c7ddc9e4fa06aa61957913e31,27
27,2,28,29871,13,0,5.961320877075195,0.14320792257785797,0.04353981465101242,0.99363112449646,49,mbpp,code,mbpp,train_284,bf86acdba407d28c7ddc9e4fa06aa61957913e31,28
