source_type,dataset_name,num_tokens,text_hash
json_config,OpenAssistant/oasst1/raw_json_rows,1072,edce745446241b2586f1b0b73b5379ad560808a9
math,EleutherAI/hendrycks_math/geometry/train,761,3f8ccec7daf1d9041d41b1c7812fd142b0815cb7
natural_language,wikitext/wikitext-103-raw-v1,533,9e149418aaa14e267365c6966da25f544fe03316
natural_language,wikitext/wikitext-103-raw-v1,601,a9c40d9e7d52f0d9acdbeb69d9ec2bb896a253a9
json_config,OpenAssistant/oasst1/raw_json_rows,587,9c5167f73a6451283baebf649d978c4698a161bb
chat,OpenAssistant/oasst1,435,bb92c5944af960a5e113c08dba13e86ab90661c7
natural_language,wikitext/wikitext-103-raw-v1,1829,405e9c2a4254402018f43e0ad2fad0d9ed0d0d18
chat,OpenAssistant/oasst1,473,f415258fbea5cf7e5bcfe2def90c84c49bd68d69
code,code_search_net/python,465,00f844afe5723df367c2506381d5a6c759f05a20
chat,OpenAssistant/oasst1,442,3a5b941cff0a325bd3c642ef5b9c480a59f0ff09
json_config,OpenAssistant/oasst1/raw_json_rows,757,a07280f1958164032b6a20f2c7fa19c340024332
json_config,OpenAssistant/oasst1/raw_json_rows,588,0f722b2f1d9066cc6f742fd1c99dedf5b492976a
math,EleutherAI/hendrycks_math/number_theory/test,264,0e15159be124c499629046f7a97cacb459537bf7
math,gsm8k/main/train,282,143e98b054813d57fffb2ebe5b517546844381cc
math,gsm8k/main/test,295,2be2416c2b43adf095d4068b5a272d2e33f49a9c
chat,OpenAssistant/oasst1,455,597c0e33d3fb384e4b51bb42877b1a10ae97067c
chat,OpenAssistant/oasst1,685,b138de0fa8f5542e8f8268f4fed5f8c4b92da7de
natural_language,wikitext/wikitext-103-raw-v1,563,0032d668150366dabf7d6ff81c41e5868970d0aa
json_config,OpenAssistant/oasst1/raw_json_rows,637,c796ebbbdca00fbb15a6fdfb94f47ecec2cd165e
chat,OpenAssistant/oasst1,594,e0de0a29b59da9f1adbe32902bd55988d1058f97
math,EleutherAI/hendrycks_math/precalculus/test,615,742537aef5d6bd4c138ef4f6aa0b92800010400a
code,code_search_net/python,572,ece6e113b35bed4802924c2a9acf06b04241450d
json_config,OpenAssistant/oasst1/raw_json_rows,623,d7007b55793503005a302ac5f2f6093faca78d74
code,code_search_net/python,3318,d8138d08605d465b5769b1072fbea7929493d2d8
natural_language,wikitext/wikitext-103-raw-v1,796,0a5717859334a7a91f6da0b9e6f22b80bcc955de
chat,OpenAssistant/oasst1,375,1030b957530d23976f782366312be41e76c54e42
code,code_search_net/python,894,a09ea5651349a4d1b1d311c07bbc81648f5129c7
natural_language,wikitext/wikitext-103-raw-v1,333,c6ee1498d4d469f57be419dbdf6b45b9646fbbbe
natural_language,wikitext/wikitext-103-raw-v1,825,91376adaf0341b1aa911d498b6ce437c47a35de2
chat,OpenAssistant/oasst1,365,ee976fe77c9436903f964ff1483869567d4f5481
chat,OpenAssistant/oasst1,294,faab4ab27cd0dd04f5a2130b4e926df39b77291c
json_config,OpenAssistant/oasst1/raw_json_rows,617,b681b7121ebae84680da657caac8bc2450c9346a
chat,OpenAssistant/oasst1,623,0bebb6cc215071fb87217644570d5e3666e9517f
json_config,OpenAssistant/oasst1/raw_json_rows,1073,e789064052428d9f724d0d80c1916b38b6502202
natural_language,wikitext/wikitext-103-raw-v1,266,e4807ddd340e8aac302012898620ea34d5a2c97e
code,code_search_net/python,769,b38936eb8a21d42b0482269ed45f9c2996ef6a2d
natural_language,wikitext/wikitext-103-raw-v1,294,d70e5704a7f1aa37f11d578027dacb6bc29dc11f
chat,OpenAssistant/oasst1,786,3e9eb8547c63c2d987eb071ddc3906d1dcecf0f5
code,code_search_net/python,459,503700c6d34e510fe94e741d30abb53dca896f01
natural_language,wikitext/wikitext-103-raw-v1,620,cc6f5a25e71d2dcd1e89201a4a6eb9ece2b62cd7
math,EleutherAI/hendrycks_math/precalculus/train,1400,77f7dfa69c6428296db665827224bb2a0b066100
code,code_search_net/python,412,e1f317d483b4bce2b2f4e96f2f2029d07e24ceca
chat,OpenAssistant/oasst1,308,e79fc46bc4c7f429531a46c627328a5baf0adc60
code,code_search_net/python,503,1f8e5343cb1492d49c9b0ce191040294c66440ec
math,gsm8k/main/train,333,1700f60443b8e9d14fdc84c53e9f940a997dea72
chat,OpenAssistant/oasst1,504,4294cc30fb12a1017c045d7a8c1039146f6831f1
json_config,OpenAssistant/oasst1/raw_json_rows,840,b4b999f2f7e08074d273ab82a12cd12038b2f785
chat,OpenAssistant/oasst1,505,e041d85584a8c74b27e65b374bf5d97f8215f9aa
chat,OpenAssistant/oasst1,424,d1261db6824a9769f3f25d6fc1ca8731d24e992b
code,code_search_net/python,651,2a2a32811f28105daa72cc3e9a9e9dd501553e10
json_config,OpenAssistant/oasst1/raw_json_rows,510,7e96b9cbce32793c38bbae9911c331b203619d83
chat,OpenAssistant/oasst1,342,0187dafff651e83fb9fa5c9470fde7d3ab058d62
math,EleutherAI/hendrycks_math/algebra/train,319,de333ff83b95870572e829a359f0e36eeae26dd8
natural_language,wikitext/wikitext-103-raw-v1,769,9741180a4ffff0c28c01f3d37794eff2f9f71770
code,code_search_net/python,1277,7c001476ab8d22926df2052860b6d0305282ed7f
natural_language,wikitext/wikitext-103-raw-v1,798,7a6067f53872888761a548dff8b811ddeee316af
json_config,OpenAssistant/oasst1/raw_json_rows,1045,6e6ab7c84946114bbed14c22d4304cb37a0afd65
code,code_search_net/python,513,7386aaf303174d900e1401c7721e5560da06b567
json_config,OpenAssistant/oasst1/raw_json_rows,920,44ed09c22fb4a24685f717ab2784632285b46062
natural_language,wikitext/wikitext-103-raw-v1,332,ff9cae3916fce3907d3685acd014c68dab1fef1e
natural_language,wikitext/wikitext-103-raw-v1,696,72854c2485156ce2a52085eaf9ed042c308b779d
math,EleutherAI/hendrycks_math/algebra/test,463,3182861d132a5d6e3a7ce27db36cb0cbc28dff73
chat,OpenAssistant/oasst1,868,5951c8232917556ec5f950e8034677bd708c805f
json_config,OpenAssistant/oasst1/raw_json_rows,565,172b8f3c8d532fdf7d4f7c6344b0628578d951a7
chat,OpenAssistant/oasst1,405,05dbc09a74e7ca8dd1a89f42b11b559e56611285
chat,OpenAssistant/oasst1,458,736abd1f9cafd23f4281e289b9b501848b0b35be
math,EleutherAI/hendrycks_math/intermediate_algebra/test,969,53b8d8746e5fd23011af6c12d0055b160f7560ce
code,code_search_net/python,256,543642540f202a65b5be297fd7375c78d02308b3
chat,OpenAssistant/oasst1,1274,3ab2be6afc54781ab1c94a16bca9520244e17e96
code,code_search_net/python,951,d581743bc7f64b22b1236165728cf3ad6eb3435b
chat,OpenAssistant/oasst1,305,d774333dd55bcddb8aaa7ac629013e9b9510d16e
math,EleutherAI/hendrycks_math/intermediate_algebra/train,313,fc5233f7e3a8e55cf968196f1694c68fa0cdeb6e
chat,OpenAssistant/oasst1,309,53a412f9bca00f4d0a6f9f70ca08331b238310c6
code,code_search_net/python,303,aaf49fbfa19c9d9e80f20ef531f9e4fb91432867
json_config,OpenAssistant/oasst1/raw_json_rows,1006,bde295447d6eaa3c7a809c463a981ae139d3ea8c
code,code_search_net/python,423,0468a81822fe537a72d5cd6f5813973744062f7f
natural_language,wikitext/wikitext-103-raw-v1,542,5850fc5d253fafee5d02d3d437523c8d830a47a2
code,code_search_net/python,332,0a96dccbc8ade52ce76306bcb8711bbde4b4052f
code,code_search_net/python,398,a7abce8079a986e43302f9581ec2ce31063191c7
chat,OpenAssistant/oasst1,261,442924e8a4edf772a761b537b94ad81ac2769034
natural_language,wikitext/wikitext-103-raw-v1,355,4fd3fe71183cb811c96db155b9c3a4432f8a8699
json_config,OpenAssistant/oasst1/raw_json_rows,1588,5fb22397cbaf05bfe7b124fff229fb95b3f24d22
code,code_search_net/python,256,68088c9dc52419f45fb8c72469d476e9354fe97f
json_config,OpenAssistant/oasst1/raw_json_rows,551,323c5222afafe844f80d10a38df3827aa52a54db
math,EleutherAI/hendrycks_math/algebra/train,272,2351c8c7f80e2ecb57614db59f72640f794d8aa6
json_config,OpenAssistant/oasst1/raw_json_rows,636,56fb4e5757d177e5dba012ee359d3a43360297a8
json_config,OpenAssistant/oasst1/raw_json_rows,584,0465be38b276fda025a648e8d1bf63562b02d3da
natural_language,wikitext/wikitext-103-raw-v1,463,fd3d68255e0e8db8f13e6d881eaf6a619a464780
json_config,OpenAssistant/oasst1/raw_json_rows,533,2bf3a310ac19e8a7455202989a807c328bc7d282
code,code_search_net/python,2058,e08b7e1b859911609143157b5ea5cb1ffed5b864
code,code_search_net/python,560,5d3b1634d1cc3b67f20b5c6addfb5a179cc06a52
chat,OpenAssistant/oasst1,304,900a1f68a97626d93f3dac92e53364af161c75ab
natural_language,wikitext/wikitext-103-raw-v1,663,f5b675f2d5a603d61a484ee8ec9a1eb9a53b56ae
json_config,OpenAssistant/oasst1/raw_json_rows,875,b749f85f060fa0cfcf66cddc1e8420830ed4e839
code,code_search_net/python,359,a947328852ba6876299cd0000f0111535ffc43b8
math,gsm8k/main/train,320,8783a145537f23be9ba8ff4aecae7a3e9bed490a
json_config,OpenAssistant/oasst1/raw_json_rows,452,6f2fc4cafe26380ce3cd4f6676cbe628b1704511
chat,OpenAssistant/oasst1,313,79359f1b22042a4c6795ca05b5048e9e0f7697ff
chat,OpenAssistant/oasst1,448,e71bbf7c357238ed500bcabcb57994da89810c73
json_config,OpenAssistant/oasst1/raw_json_rows,481,da6d40433453c491812a6e0bd4615ff7836c3fef
json_config,OpenAssistant/oasst1/raw_json_rows,615,b8abc49570824603cecbf66726304db1c4ed0b84
code,code_search_net/python,1545,f4a3cf3c3dc7086e87413f7ade0eb5082575d6bc
json_config,OpenAssistant/oasst1/raw_json_rows,532,efac66fc335c7f0bcd237997f93e3a35380ab637
math,gsm8k/main/train,333,f432e3b7d5e69b2c49d7a995989313c8cde318b2
natural_language,wikitext/wikitext-103-raw-v1,377,b1c494d09393bcbd030558c1809a416eec51b1cc
natural_language,wikitext/wikitext-103-raw-v1,579,ddad78d0563a5a443a48e73a933c07511db94feb
chat,OpenAssistant/oasst1,800,a597772663d8eeba5c7552ad3d66202bf39b1113
code,code_search_net/python,256,c1c42736fb2e40e475cdf1d1f7b6d53af9ec1b82
chat,OpenAssistant/oasst1,325,1137658bf3b6c7b71764676243f9d94fa90e4646
natural_language,wikitext/wikitext-103-raw-v1,393,328ec176109323847d542346597104d5bcc13004
natural_language,wikitext/wikitext-103-raw-v1,1086,8be21b2e0686a3d270b60ef5883316281c1d09d9
json_config,OpenAssistant/oasst1/raw_json_rows,526,b02010c95dad1318101e37ab2a30b3915a5ee58f
chat,OpenAssistant/oasst1,339,bed9003d15da28f5e1db42686ad917e5009a5eb8
code,code_search_net/python,800,dcd1b73ed40d7c8800a0b3bfd0f29cbad72a121d
math,EleutherAI/hendrycks_math/precalculus/train,260,e17bd62f8549095662f8ef74e5f8014ca2fd601f
natural_language,wikitext/wikitext-103-raw-v1,808,7fda7b7d6e7beea685cdd3882cb2ffa4dd56c235
math,EleutherAI/hendrycks_math/precalculus/test,643,a2a1a630aa2b32bc07aadcd1d75e34cbbd02c4a4
json_config,OpenAssistant/oasst1/raw_json_rows,846,042a06a9e0a644e6335d0a2a90b13db9a42ea8ad
json_config,OpenAssistant/oasst1/raw_json_rows,612,48757b158490f7864cb22623f5c720327a39f0aa
chat,OpenAssistant/oasst1,513,46144b04f9364e91ed2adf7d7f8f238d0978b3ca
json_config,OpenAssistant/oasst1/raw_json_rows,576,ebc1407c22f7f4a02f24d1186970f06d0c6146d7
natural_language,wikitext/wikitext-103-raw-v1,533,92f4ab3da60c0015e7e98663ebaa079781f1e194
code,code_search_net/python,939,6e96cd9be49f0e022956530500cadb31068494d7
code,code_search_net/python,300,5bef8d61c10f49bb0a4008b10b9616cad4775962
natural_language,wikitext/wikitext-103-raw-v1,746,e9e9a22ac9a9c0fdab4b7e9badd3a63b20f37480
natural_language,wikitext/wikitext-103-raw-v1,258,36d8f7f6e63fcf3a57ebe70a3f40f3d7d06b6053
json_config,OpenAssistant/oasst1/raw_json_rows,498,26339f68f3bd4cfadd9ca9aa7414263a986ba2eb
math,EleutherAI/hendrycks_math/algebra/train,295,f5f3ace7725a2a2db44218700891917d7bf72161
chat,OpenAssistant/oasst1,654,2f8678b3792bc62bb396a6b254936f74578ddded
math,EleutherAI/hendrycks_math/geometry/test,758,86589e59313b342450a3297319d8cf980bf3b49a
math,EleutherAI/hendrycks_math/geometry/train,402,fcce150de6ec036f029d6bfd99a49dcda2f8b8e4
natural_language,wikitext/wikitext-103-raw-v1,366,84f3f087d634b906fd7a44df6cdc267480f3781a
math,EleutherAI/hendrycks_math/intermediate_algebra/train,291,9ee969e10adc331001500bc4f426b2307f706115
code,code_search_net/python,485,e0f3a7b1347739f3e2c246c4f08f15aba63b3703
chat,OpenAssistant/oasst1,819,9b2fb2a6994f24ba2ce6ef7f4863171b469eedd8
code,code_search_net/python,565,bb38983a16b98b100bf341355dd4cb6124f3c31f
chat,OpenAssistant/oasst1,349,7954dc93c0021633bee0156886411c3bddb3b26e
natural_language,wikitext/wikitext-103-raw-v1,375,b5f2f3335862ca74a42bd5ae44fe36c1da8a8944
natural_language,wikitext/wikitext-103-raw-v1,1169,921665c38694bd25ad977203dc93d6d870420ee5
code,code_search_net/python,344,3550b54f21a0fcfb4420ea80044a02c915bb176f
chat,OpenAssistant/oasst1,341,ef6bc40a6a289893db7c3183430167537b7b02b1
natural_language,wikitext/wikitext-103-raw-v1,1087,12dc5e4f4f8b697ad2432c0a1b74b656a41e39ff
natural_language,wikitext/wikitext-103-raw-v1,473,8f5379511da6b4b6b340eaf40845aef3b377b568
code,code_search_net/python,389,8ed6399ffca43c2475a5a270db2cb165da412e64
chat,OpenAssistant/oasst1,985,3628facf830a2a4a14d6b42f6063408c522e3721
code,code_search_net/python,477,80e3e8f345835c4216c9efcf9a879dda2cab3edc
chat,OpenAssistant/oasst1,410,3e95eef7cd81534d438365cb032d7d748ec6e10d
math,EleutherAI/hendrycks_math/intermediate_algebra/train,355,73902c8234e395fec18b09e38414758d3ff56a40
math,EleutherAI/hendrycks_math/number_theory/train,437,b73b43b367121140abaabc38d099a916c6e9f077
chat,OpenAssistant/oasst1,550,2c4db780afb4b2537f6cbc78c4065f9f86fcc9c0
natural_language,wikitext/wikitext-103-raw-v1,720,9f12bc7fca65c151f69c18e8f268a3ab7405feac
natural_language,wikitext/wikitext-103-raw-v1,569,771794470f5cd6c58a9250ded20eb5a5ccb7fc2a
json_config,OpenAssistant/oasst1/raw_json_rows,633,5d0f0b7b7b666afc769b34095153188d50945c2f
code,code_search_net/python,347,56e4cc739bd25fda06055fdc77cb50793aa8c3ac
natural_language,wikitext/wikitext-103-raw-v1,418,419828deb06fe08b4f02d4760c1ac7e817b4657f
code,code_search_net/python,275,d474142a692e6bef37c6e8b226831a5f7323c7dc
natural_language,wikitext/wikitext-103-raw-v1,911,7bde9ba00e91c31aa0d5a6083999b289559b09bb
chat,OpenAssistant/oasst1,1012,eae79e9e8dbb5d71ab8239484b7797515ec8b81a
math,gsm8k/main/train,259,5a768e5571673ed0b679a2b3f4cb2cbac04f3502
code,code_search_net/python,388,671d7eb74acbebbbb13b084be590e8c9c126f3b3
natural_language,wikitext/wikitext-103-raw-v1,482,77ab84530770f7aed2cec912d0611ba0f525c90b
math,EleutherAI/hendrycks_math/geometry/test,370,eb404afae1b323fa96e4c43a72e25672734c6feb
json_config,OpenAssistant/oasst1/raw_json_rows,662,bbe3b39b537cc3bde33fc7150cac42084b5e5c63
chat,OpenAssistant/oasst1,345,614b601875c849f559d0377697cd365e770bd84a
code,code_search_net/python,308,bad76d94e33b52484691e7d96e4e24544d1fbdec
code,code_search_net/python,326,d5eadeba126a542d94695b7dbf7269a73ec6349d
json_config,OpenAssistant/oasst1/raw_json_rows,504,3df2d12185222000bde5b1fe0271a12b2b903a88
code,code_search_net/python,368,a330f234355c1006d9cf8adf686a510235a829ac
chat,OpenAssistant/oasst1,692,8777478dfb2e47d7bd5cbf9efcbd6bd25d0b1f4c
natural_language,wikitext/wikitext-103-raw-v1,324,65977745375ab1e5169b55627ef7dfe69ba6e358
math,gsm8k/main/train,269,f13be9a3b28b48d9b7be7f1aef671771de1903e3
json_config,OpenAssistant/oasst1/raw_json_rows,444,93b9f4c4c947bcaafe1ae314e64078135625537f
natural_language,wikitext/wikitext-103-raw-v1,1104,af026391257509d66a091cfeab942ba5f922656d
code,code_search_net/python,815,d1799b0078beb3dd89f2d3b1bf69bd7ba203310f
json_config,OpenAssistant/oasst1/raw_json_rows,435,7a8c26392b65972ee1dbd1b1fbba4047652a69eb
code,code_search_net/python,291,ae2f1cd483d04fd77c5ecea60fc29ab9ac0a5aec
json_config,OpenAssistant/oasst1/raw_json_rows,540,26f38618d309dfc060c2e15bf1f31cac8fdeb26d
natural_language,wikitext/wikitext-103-raw-v1,360,da93d241cfa1233f19c6e5406d6edc275d01dc81
chat,OpenAssistant/oasst1,484,5eedf5a0f427cf7f56e26f26fbee9d3e1c11158a
natural_language,wikitext/wikitext-103-raw-v1,258,0707fa453a0bccf49ce6d195552d7fe41c55c004
natural_language,wikitext/wikitext-103-raw-v1,668,d7c083b17f477af1b5c9478c089fa2ca0558de84
natural_language,wikitext/wikitext-103-raw-v1,703,e1ba5e971ad4d4280e0221612f7cdbcd4dd678b2
chat,OpenAssistant/oasst1,724,81eb8480b71dea91944c1d0f965eb0993a06629e
natural_language,wikitext/wikitext-103-raw-v1,1421,0a42f7dee128eb54ae8d71e032944c76a9247bbe
math,EleutherAI/hendrycks_math/number_theory/train,262,2a4f69addfe5c9f44b7fa5c91c7dcc0b3be3cfc3
json_config,OpenAssistant/oasst1/raw_json_rows,534,ddc3d14441cd1745f78a75ed7f2439cc52c4a291
json_config,OpenAssistant/oasst1/raw_json_rows,532,a60d14ba5293b5ecfbcd8573ae15f52484bee0d2
math,EleutherAI/hendrycks_math/geometry/train,1550,1f9050c4836a50daff46570f4f0af0413b0ce910
math,gsm8k/main/train,282,eda9fc54273fee55fa51c10d143cbbee48583aa5
code,code_search_net/python,298,3d3ba8f7653b9dce095c6651be34e8c36578295c
math,EleutherAI/hendrycks_math/precalculus/test,317,0179919d6bd56973f949e2e57a2edb086b5f87ed
code,code_search_net/python,508,cfe6f4d8ab9bffc0343b8898de0f676d130c3f08
chat,OpenAssistant/oasst1,311,953ee1bffbc5a963c8ccd50df4d6bad6383077a3
chat,OpenAssistant/oasst1,331,f20e2009f216442e204b141d02c7fecb2be8b7e3
chat,OpenAssistant/oasst1,876,b718b6f5b77d7ff10eb62aaec8db203c496c9022
json_config,OpenAssistant/oasst1/raw_json_rows,529,b596a60efb57b92cbaafac5707e4e64f5f729457
code,code_search_net/python,324,05d35cafd774a5d308c16b3505711a2ada60c133
math,gsm8k/main/train,280,a79673877be2709229c5a7935831b5722e531bef
chat,OpenAssistant/oasst1,1087,9ca66c643259231b0253fb00c318c4ff5879687f
natural_language,wikitext/wikitext-103-raw-v1,386,55f46eabc87d3ac78804033cc57053accefad3a9
chat,OpenAssistant/oasst1,333,c79aa81b371fafdb0cccbc5a67f1cf06c48b524d
json_config,OpenAssistant/oasst1/raw_json_rows,657,ff5ba83f2aabbd1d58a658129f25be3559d2da9c
natural_language,wikitext/wikitext-103-raw-v1,602,48c4fea8cbb29e7e624845cc0a04fd5377b3de57
chat,OpenAssistant/oasst1,461,78d7b02c7095bebed15de05bf84736ad5530d13b
math,gsm8k/main/test,398,6193578204e0227037294273c7e213cc0a8effbe
code,code_search_net/python,259,e083ceb87e63e742efc138b42c718e97ee7b7a11
chat,OpenAssistant/oasst1,439,b80cbc001e7f6f4209c9acec290ad54d6613398e
natural_language,wikitext/wikitext-103-raw-v1,441,d3fdc72a4778bff1adc69066d659ac5cac9ec034
natural_language,wikitext/wikitext-103-raw-v1,267,a1551ae7ceb35dd262de882c9758c7903ac40c27
chat,OpenAssistant/oasst1,1327,0faf39be8c025639a87c0c71a837b86639f7d65d
chat,OpenAssistant/oasst1,549,64d95fc18100ca0811ec7e9ef1155fe18cd815a4
math,EleutherAI/hendrycks_math/precalculus/train,545,db3fba4f68311baa685173d4d4e843be05b3a595
natural_language,wikitext/wikitext-103-raw-v1,256,f18e4f891db2294bbc3d44145147f90e5769551c
chat,OpenAssistant/oasst1,445,c55373b9b4d772608e4ebe5fd151ad74e760481e
chat,OpenAssistant/oasst1,330,705d199b3e8b36b208b29f119cf75c149ee1a24c
json_config,OpenAssistant/oasst1/raw_json_rows,602,128169f3f66d43e1960006b588bfe31d3722ba1a
math,gsm8k/main/train,264,ddef2269c884ca4a1505af58994f3b81c5b63dec
math,EleutherAI/hendrycks_math/intermediate_algebra/test,348,41900409e1b74ecd4d50f0768446796afd20843e
natural_language,wikitext/wikitext-103-raw-v1,406,d12a4dd9866e05a492fcf034789f9c51ba183b2d
code,code_search_net/python,324,f77eb7f85591de1421922a5f9e35b13ee0375c65
json_config,OpenAssistant/oasst1/raw_json_rows,505,2f143a8635f985a71d654e416c42c225349f48ca
natural_language,wikitext/wikitext-103-raw-v1,578,eee74c2e33c570afa5ebbce0805e191d378452bb
json_config,OpenAssistant/oasst1/raw_json_rows,494,16a7d921dbaf84e0dfb82b22a949abea7dbed168
json_config,OpenAssistant/oasst1/raw_json_rows,561,a971932063a31b9dd3e86908fc9a85c4ecb3ac53
json_config,OpenAssistant/oasst1/raw_json_rows,1914,4667d22cd0e88a631c12a0ac819387f156e0e4db
json_config,OpenAssistant/oasst1/raw_json_rows,645,7999c7998d3369f925bcd3b410b98fba8a136c0e
math,EleutherAI/hendrycks_math/precalculus/train,432,24eaeb8b2c08864c245b8d6b6975a05615106185
chat,OpenAssistant/oasst1,363,192f56bf821408ef55d567becf920f38a1b2e247
code,code_search_net/python,286,370a5ed6089ec9ab37b60403001eadba34429f2e
chat,OpenAssistant/oasst1,317,35ea1eb9e6e6749fb454df1f4ad204aba0ed1222
json_config,OpenAssistant/oasst1/raw_json_rows,634,9083a441bf97640b3c1ee2c2ae96e64aa1b6e12b
natural_language,wikitext/wikitext-103-raw-v1,299,f80f7823f685bb071b970ac5282527cc438251bf
natural_language,wikitext/wikitext-103-raw-v1,312,b4861966281038e6498f90a1a6a2cde36dc2e5b5
natural_language,wikitext/wikitext-103-raw-v1,311,20a6cb7f9e446ca51961603f3afe0158e1857680
code,code_search_net/python,288,21329f052e0a7178bb75cf7f5e57aaee4dfd0d79
chat,OpenAssistant/oasst1,417,5b0bdae73c188056ad037fa3414519a2bff7fded
json_config,OpenAssistant/oasst1/raw_json_rows,1067,021acde63f225e594836fe55c6813cbf97e375af
json_config,OpenAssistant/oasst1/raw_json_rows,567,86f8e8add50f4534ac5b7e38b9e38ce0b0798aa3
json_config,OpenAssistant/oasst1/raw_json_rows,1176,700f02323c67a5255f83c8285bacce729b187be4
natural_language,wikitext/wikitext-103-raw-v1,494,9e37685f1ad60d3e73d2412074f108f1d43a2d42
chat,OpenAssistant/oasst1,617,6eb060d1a5da114ebcfcf061a062260226039e0c
math,EleutherAI/hendrycks_math/geometry/test,462,fe39491ee3355cfc13a81013215fd4611d58ffd0
chat,OpenAssistant/oasst1,455,ae997a2204a8a741571f561351588693de2f9c84
code,code_search_net/python,322,0d65736486c6ed28a05d309e02cbabcb39165988
code,code_search_net/python,770,9daa00878cf76119dedb31744292be65ffa1e084
chat,OpenAssistant/oasst1,491,90bc7841296fa052b1497151fa89225f34e634cd
chat,OpenAssistant/oasst1,444,c6241e66fe537c9e3b71515b9c1b2e7cb6b4c85b
chat,OpenAssistant/oasst1,337,2ae9a9eb724ea4555b04c13a4b54836791487dd5
chat,OpenAssistant/oasst1,644,7b3ba9a4e95393c4fa615aceca496e28bff6ce9d
code,code_search_net/python,284,752b93833c88b24f21191a35ca332208fa001b4d
natural_language,wikitext/wikitext-103-raw-v1,335,13266a37d1ddfc7818bf653340ee242e2a98ba66
json_config,OpenAssistant/oasst1/raw_json_rows,594,01bd7679d6422b111cd112c11ca9d8ed2ecde1ed
code,code_search_net/python,303,67a6a38cba576650d78a2819bf18c3881381455b
code,code_search_net/python,426,81a6634d47fc6666f17546063e560701e115f6d8
code,code_search_net/python,808,35dafca7f2fd6c501851f0cba9d8787c87ce99b8
code,code_search_net/python,1143,55fc4f20102bc2727a2848968e5067e6881719dc
math,gsm8k/main/test,280,831bf60ba75260244ae974db3f1b2e0dccc4b5e3
chat,OpenAssistant/oasst1,860,314dcd536e85d9cf324ff6b019d5dfaaac867be6
chat,OpenAssistant/oasst1,423,e6f2982d3db88b8783803d533813204f06fce1a5
chat,OpenAssistant/oasst1,296,b272e65c4d7ff961131cccea831da2366c902856
code,code_search_net/python,278,a5839c7bb1b6a8b743b88294907050277f8be954
natural_language,wikitext/wikitext-103-raw-v1,281,724170bda0b5a118ce09d176b90f19e92560ac81
json_config,OpenAssistant/oasst1/raw_json_rows,730,52aa920306a212017554f8323cb64f7b58e023f5
code,code_search_net/python,298,48941d12821f014e079b7c7dc13514c60bc49be1
json_config,OpenAssistant/oasst1/raw_json_rows,526,0d0f17e6d73953824e187aa1fc7ea060750472a6
json_config,OpenAssistant/oasst1/raw_json_rows,782,4a68e70d7fc3724b40fadb0e59d17eea1c7fc12a
natural_language,wikitext/wikitext-103-raw-v1,793,d798828aca078dc95808428929db9b71d9eb7daa
chat,OpenAssistant/oasst1,417,e05c7f34e5fb6a2b02ae081084cbf614f9a03c20
json_config,OpenAssistant/oasst1/raw_json_rows,602,07cc83f9117917b1a224a4a96b5a197195842d6c
natural_language,wikitext/wikitext-103-raw-v1,997,9a8c125a56ce66b1b62450799cf7e7008c4933f6
math,EleutherAI/hendrycks_math/intermediate_algebra/train,256,8c78d3ba13b4ec8929ff6a4e6f4d74966cff0e34
math,gsm8k/main/test,305,1d8e4a7ea4ebd956c96678f042a9dace17863844
math,EleutherAI/hendrycks_math/precalculus/train,450,dd1738fec295d01b16a21a5b38c378056e399b25
chat,OpenAssistant/oasst1,383,75914370a739e9f932d2f43a8d75e3351e6eaeee
math,EleutherAI/hendrycks_math/intermediate_algebra/train,955,a34e2270dbed0da0d1543a5bb2f0da000fa37a38
json_config,OpenAssistant/oasst1/raw_json_rows,502,8fdf6f4aed9312bcd3c8de0312d7f0495d7ba7ac
natural_language,wikitext/wikitext-103-raw-v1,666,00050cb8a006f699208d4a7e18fe6be9c641ed92
code,code_search_net/python,281,4d5110d9a729a5975782a0eb168c8a9f5a26c103
math,EleutherAI/hendrycks_math/geometry/test,355,6a3a3c8fe9738e07e04024935e5c6b468da12e71
code,code_search_net/python,612,86b49bfade639e854ce2aefca58706a92a9db880
natural_language,wikitext/wikitext-103-raw-v1,598,b2397d1d5ec5feec2dd1faae6d2a09adaafdd61f
math,EleutherAI/hendrycks_math/precalculus/train,568,50033e857695ee6cb68071390456772dc25bf366
code,code_search_net/python,395,b3915b5bc6f01045a49b690ce5130af3a263da4a
math,EleutherAI/hendrycks_math/counting_and_probability/train,356,ed5776949c41983c2a9518fb253e9c5ae16f8504
chat,OpenAssistant/oasst1,321,143c70fb7d1aa730246c91ae5c08a7bfd9351590
natural_language,wikitext/wikitext-103-raw-v1,583,dd5f152538b58838d9744fce8d803983fac82471
chat,OpenAssistant/oasst1,748,00526abb22ad3d168ec0dec00d3fe70e3d524c6d
chat,OpenAssistant/oasst1,391,f8170e47423a60a3329b2daa6e58b155ae59571b
math,gsm8k/main/train,319,ac19ad5edaa88afcb8fb5bc129f074ad6b50ed1e
math,EleutherAI/hendrycks_math/counting_and_probability/train,640,6bde82b5797af98f6023ef26ac54550952eed0fc
code,code_search_net/python,325,73dec7fd473a8a1b0d9425631be32bdebe0ebb44
chat,OpenAssistant/oasst1,344,73993d857af0b1862f5c66c511b0de029ed8c5a0
